date, pm25, pm10, o3, no2, so2, co, aqi
2015/4/10, , , , , , , 57
2015/4/11, , , , , , , 50
2015/4/12, , , , , , , 55
2015/4/13, , , , , , , 51
2015/4/14, , , , , , , 56
2015/4/15, , , , , , , 46
2015/4/16, , , , , , , 54
2015/4/17, , , , , , , 53
2015/4/18, , , , , , , 54
2015/4/19, , , , , , , 51
2015/4/20, , , , , , , 57
2015/4/21, , , , , , , 59
2015/4/22, , , , , , , 59
2015/4/23, , , , , , , 55
2015/4/24, , , , , , , 51
2015/4/25, , , , , , , 55
2015/4/26, , , , , , , 49
2015/4/27, , , , , , , 45
2015/4/28, , , , , , , 54
2015/4/29, , , , , , , 37
2015/4/30, , , , , , , 39
2015/5/1, , , , , , , 48
2015/5/2, , , , , , , 47
2015/5/3, , , , , , , 44
2015/5/4, , , , , , , 41
2015/5/5, , , , , , , 46
2015/5/6, , , , , , , 54
2015/5/7, , , , , , , 56
2015/5/8, , , , , , , 48
2015/5/9, , , , , , , 44
2015/5/10, , , , , , , 52
2015/5/11, , , , , , , 52
2015/5/12, , , , , , , 54
2015/5/13, , , , , , , 49
2015/5/14, , , , , , , 47
2015/5/15, , , , , , , 55
2015/5/16, , , , , , , 47
2015/5/17, , , , , , , 49
2015/5/18, , , , , , , 47
2015/5/19, , , , , , , 46
2015/5/20, , , , , , , 54
2015/5/21, , , , , , , 58
2015/5/22, , , , , , , 58
2015/5/23, , , , , , , 59
2015/5/24, , , , , , , 54
2015/5/25, , , , , , , 51
2015/5/26, , , , , , , 54
2015/5/27, , , , , , , 54
2015/5/28, , , , , , , 61
2015/5/29, , , , , , , 56
2015/5/30, , , , , , , 56
2015/5/31, , , , , , , 54
2015/6/1, , , , , , , 42
2015/6/2, , , , , , , 49
2015/6/3, , , , , , , 53
2015/6/4, , , , , , , 55
2015/6/5, , , , , , , 57
2015/6/6, , , , , , , 54
2015/6/7, , , , , , , 47
2015/6/8, , , , , , , 49
2015/6/9, , , , , , , 48
2015/6/10, , , , , , , 50
2015/6/11, , , , , , , 51
2015/6/12, , , , , , , 48
2015/6/13, , , , , , , 40
2015/6/14, , , , , , , 45
2015/6/15, , , , , , , 45
2015/6/16, , , , , , , 53
2015/6/17, , , , , , , 58
2015/6/18, , , , , , , 37
2015/6/19, , , , , , , 54
2015/6/20, , , , , , , 66
2015/6/21, , , , , , , 64
2015/6/22, , , , , , , 64
2015/6/23, , , , , , , 69
2015/6/24, , , , , , , 72
2015/6/25, , , , , , , 77
2015/6/26, , , , , , , 82
2015/6/27, , , , , , , 76
2015/6/28, , , , , , , 74
2015/6/29, , , , , , , 72
2015/6/30, , , , , , , 73
2015/1/1, , , , , , , 49
2015/1/2, , , , , , , 46
2015/1/3, , , , , , , 53
2015/1/4, , , , , , , 50
2015/1/5, , , , , , , 51
2015/1/6, , , , , , , 44
2015/1/7, , , , , , , 42
2015/1/8, , , , , , , 42
2015/1/9, , , , , , , 48
2015/1/10, , , , , , , 42
2015/1/11, , , , , , , 39
2015/1/12, , , , , , , 45
2015/1/13, , , , , , , 48
2015/1/14, , , , , , , 50
2015/1/15, , , , , , , 46
2015/1/16, , , , , , , 48
2015/1/17, , , , , , , 57
2015/1/18, , , , , , , 57
2015/1/19, , , , , , , 49
2015/1/20, , , , , , , 51
2015/1/21, , , , , , , 57
2015/1/22, , , , , , , 56
2015/1/23, , , , , , , 62
2015/1/24, , , , , , , 63
2015/1/25, , , , , , , 64
2015/1/26, , , , , , , 64
2015/1/27, , , , , , , 64
2015/1/28, , , , , , , 67
2015/1/29, , , , , , , 64
2015/1/30, , , , , , , 54
2015/1/31, , , , , , , 49
2015/2/1, , , , , , , 51
2015/2/2, , , , , , , 56
2015/2/3, , , , , , , 50
2015/2/4, , , , , , , 48
2015/2/5, , , , , , , 52
2015/2/6, , , , , , , 52
2015/2/7, , , , , , , 57
2015/2/8, , , , , , , 49
2015/2/9, , , , , , , 50
2015/2/10, , , , , , , 50
2015/2/11, , , , , , , 59
2015/2/12, , , , , , , 67
2015/2/13, , , , , , , 70
2015/2/14, , , , , , , 62
2015/2/15, , , , , , , 62
2015/2/16, , , , , , , 57
2015/2/17, , , , , , , 57
2015/2/18, , , , , , , 59
2015/2/19, , , , , , , 46
2015/2/20, , , , , , , 43
2015/2/21, , , , , , , 48
2015/2/22, , , , , , , 51
2015/2/23, , , , , , , 48
2015/2/24, , , , , , , 40
2015/2/25, , , , , , , 47
2015/2/26, , , , , , , 47
2015/2/27, , , , , , , 55
2015/2/28, , , , , , , 51
2015/3/1, , , , , , , 54
2015/3/2, , , , , , , 49
2015/3/3, , , , , , , 50
2015/3/4, , , , , , , 49
2015/3/5, , , , , , , 50
2015/3/6, , , , , , , 51
2015/3/7, , , , , , , 59
2015/3/8, , , , , , , 55
2015/3/9, , , , , , , 46
2015/3/10, , , , , , , 49
2015/3/11, , , , , , , 45
2015/3/12, , , , , , , 48
2015/3/13, , , , , , , 52
2015/3/14, , , , , , , 56
2015/3/15, , , , , , , 59
2015/3/16, , , , , , , 58
2015/3/17, , , , , , , 64
2015/3/18, , , , , , , 61
2015/3/19, , , , , , , 57
2015/3/20, , , , , , , 60
2015/3/21, , , , , , , 57
2015/3/22, , , , , , , 60
2015/3/23, , , , , , , 57
2015/3/24, , , , , , , 54
2015/3/25, , , , , , , 54
2015/3/26, , , , , , , 53
2015/3/27, , , , , , , 54
2015/3/28, , , , , , , 54
2015/3/29, , , , , , , 53
2015/3/30, , , , , , , 44
2015/3/31, , , , , , , 47
2014/10/1, , , , , , , 51
2014/10/2, , , , , , , 54
2014/10/3, , , , , , , 60
2014/10/4, , , , , , , 37
2014/10/5, , , , , , , 28
2014/10/6, , , , , , , 26
2014/10/7, , , , , , , 40
2014/10/8, , , , , , , 56
2014/10/9, , , , , , , 58
2014/10/10, , , , , , , 76
2014/10/11, , , , , , , 100
2014/10/12, , , , , , , 76
2014/10/13, , , , , , , 51
2014/10/14, , , , , , , 51
2014/10/15, , , , , , , 52
2014/10/16, , , , , , , 48
2014/10/17, , , , , , , 52
2014/10/18, , , , , , , 47
2014/10/19, , , , , , , 36
2014/10/20, , , , , , , 44
2014/10/21, , , , , , , 59
2014/10/22, , , , , , , 54
2014/10/23, , , , , , , 48
2014/10/24, , , , , , , 40
2014/10/25, , , , , , , 38
2014/10/26, , , , , , , 42
2014/10/27, , , , , , , 44
2014/10/28, , , , , , , 43
2014/10/29, , , , , , , 39
2014/10/30, , , , , , , 37
2014/10/31, , , , , , , 37
2014/11/1, , , , , , , 39
2014/11/2, , , , , , , 34
2014/11/3, , , , , , , 42
2014/11/4, , , , , , , 53
2014/11/5, , , , , , , 51
2014/11/6, , , , , , , 46
2014/11/7, , , , , , , 46
2014/11/8, , , , , , , 40
2014/11/9, , , , , , , 33
2014/11/10, , , , , , , 41
2014/11/11, , , , , , , 52
2014/11/12, , , , , , , 54
2014/11/13, , , , , , , 47
2014/11/14, , , , , , , 44
2014/11/15, , , , , , , 47
2014/11/16, , , , , , , 49
2014/11/17, , , , , , , 48
2014/11/18, , , , , , , 45
2014/11/19, , , , , , , 43
2014/11/20, , , , , , , 45
2014/11/21, , , , , , , 48
2014/11/22, , , , , , , 43
2014/11/23, , , , , , , 38
2014/11/24, , , , , , , 37
2014/11/25, , , , , , , 46
2014/11/26, , , , , , , 52
2014/11/27, , , , , , , 39
2014/11/28, , , , , , , 37
2014/11/29, , , , , , , 44
2014/11/30, , , , , , , 45
2014/12/1, , , , , , , 43
2014/12/2, , , , , , , 47
2014/12/3, , , , , , , 47
2014/12/4, , , , , , , 46
2014/12/5, , , , , , , 44
2014/12/6, , , , , , , 42
2014/12/7, , , , , , , 43
2014/12/8, , , , , , , 37
2014/12/9, , , , , , , 44
2014/12/10, , , , , , , 49
2014/12/11, , , , , , , 44
2014/12/12, , , , , , , 45
2014/12/13, , , , , , , 47
2014/12/14, , , , , , , 46
2014/12/15, , , , , , , 39
2014/12/16, , , , , , , 45
2014/12/17, , , , , , , 42
2014/12/18, , , , , , , 36
2014/12/19, , , , , , , 38
2014/12/20, , , , , , , 44
2014/12/21, , , , , , , 40
2014/12/22, , , , , , , 34
2014/12/23, , , , , , , 41
2014/12/24, , , , , , , 42
2014/12/25, , , , , , , 39
2014/12/26, , , , , , , 42
2014/12/27, , , , , , , 42
2014/12/28, , , , , , , 46
2014/7/1, , , , , , , 25
2014/7/2, , , , , , , 33
2014/7/3, , , , , , , 38
2014/7/4, , , , , , , 51
2014/7/5, , , , , , , 53
2014/7/6, , , , , , , 51
2014/7/7, , , , , , , 38
2014/7/8, , , , , , , 29
2014/7/9, , , , , , , 41
2014/7/10, , , , , , , 56
2014/7/11, , , , , , , 62
2014/7/12, , , , , , , 53
2014/7/13, , , , , , , 53
2014/7/14, , , , , , , 62
2014/7/15, , , , , , , 61
2014/7/16, , , , , , , 54
2014/7/17, , , , , , , 40
2014/7/18, , , , , , , 45
2014/7/19, , , , , , , 62
2014/7/20, , , , , , , 77
2014/7/21, , , , , , , 100
2014/7/22, , , , , , , 111
2014/7/23, , , , , , , 82
2014/7/24, , , , , , , 95
2014/7/25, , , , , , , 86
2014/7/26, , , , , , , 78
2014/7/27, , , , , , , 62
2014/7/28, , , , , , , 65
2014/7/29, , , , , , , 38
2014/7/30, , , , , , , 43
2014/7/31, , , , , , , 56
2014/8/1, , , , , , , 54
2014/8/2, , , , , , , 70
2014/8/3, , , , , , , 65
2014/8/4, , , , , , , 57
2014/8/5, , , , , , , 65
2014/8/6, , , , , , , 61
2014/8/7, , , , , , , 46
2014/8/8, , , , , , , 37
2014/8/9, , , , , , , 52
2014/8/10, , , , , , , 50
2014/8/11, , , , , , , 35
2014/8/12, , , , , , , 39
2014/8/13, , , , , , , 25
2014/8/14, , , , , , , 28
2014/8/15, , , , , , , 30
2014/8/16, , , , , , , 31
2014/8/17, , , , , , , 34
2014/8/18, , , , , , , 42
2014/8/19, , , , , , , 41
2014/8/20, , , , , , , 32
2014/8/21, , , , , , , 30
2014/8/22, , , , , , , 34
2014/8/23, , , , , , , 35
2014/8/24, , , , , , , 35
2014/8/25, , , , , , , 35
2014/8/26, , , , , , , 23
2014/8/27, , , , , , , 22
2014/8/28, , , , , , , 42
2014/8/29, , , , , , , 46
2014/8/30, , , , , , , 55
2014/8/31, , , , , , , 58
2014/9/1, , , , , , , 51
2014/9/2, , , , , , , 53
2014/9/3, , , , , , , 52
2014/9/4, , , , , , , 52
2014/9/5, , , , , , , 42
2014/9/6, , , , , , , 35
2014/9/7, , , , , , , 33
2014/9/8, , , , , , , 26
2014/9/9, , , , , , , 35
2014/9/10, , , , , , , 33
2014/9/11, , , , , , , 32
2014/9/12, , , , , , , 38
2014/9/13, , , , , , , 27
2014/9/14, , , , , , , 28
2014/9/15, , , , , , , 29
2014/9/16, , , , , , , 37
2014/9/17, , , , , , , 58
2014/9/18, , , , , , , 72
2014/9/19, , , , , , , 59
2014/9/20, , , , , , , 42
2014/9/21, , , , , , , 31
2014/9/22, , , , , , , 30
2014/9/23, , , , , , , 37
2014/9/24, , , , , , , 50
2014/9/25, , , , , , , 50
2014/9/26, , , , , , , 54
2014/9/27, , , , , , , 41
2014/9/28, , , , , , , 45
2014/9/29, , , , , , , 43
2014/9/30, , , , , , , 42
2014/4/1, , , , , , , 37
2014/4/2, , , , , , , 37
2014/4/3, , , , , , , 35
2014/4/4, , , , , , , 42
2014/4/5, , , , , , , 29
2014/4/6, , , , , , , 23
2014/4/7, , , , , , , 28
2014/4/8, , , , , , , 41
2014/4/9, , , , , , , 41
2014/4/10, , , , , , , 41
2014/4/11, , , , , , , 47
2014/4/12, , , , , , , 50
2014/4/13, , , , , , , 44
2014/4/14, , , , , , , 40
2014/4/15, , , , , , , 41
2014/4/16, , , , , , , 35
2014/4/17, , , , , , , 32
2014/4/18, , , , , , , 29
2014/4/19, , , , , , , 29
2014/4/20, , , , , , , 32
2014/4/21, , , , , , , 27
2014/4/22, , , , , , , 34
2014/4/23, , , , , , , 31
2014/4/24, , , , , , , 31
2014/4/25, , , , , , , 37
2014/4/26, , , , , , , 34
2014/4/27, , , , , , , 38
2014/4/28, , , , , , , 36
2014/4/29, , , , , , , 36
2014/4/30, , , , , , , 34
2014/5/1, , , , , , , 37
2014/5/2, , , , , , , 31
2014/5/3, , , , , , , 40
2014/5/4, , , , , , , 40
2014/5/5, , , , , , , 36
2014/5/6, , , , , , , 36
2014/5/7, , , , , , , 33
2014/5/8, , , , , , , 34
2014/5/9, , , , , , , 37
2014/5/10, , , , , , , 31
2014/5/11, , , , , , , 38
2014/5/12, , , , , , , 35
2014/5/13, , , , , , , 32
2014/5/14, , , , , , , 24
2014/5/15, , , , , , , 37
2014/5/16, , , , , , , 29
2014/5/17, , , , , , , 35
2014/5/18, , , , , , , 29
2014/5/19, , , , , , , 37
2014/5/20, , , , , , , 37
2014/5/21, , , , , , , 47
2014/5/22, , , , , , , 46
2014/5/23, , , , , , , 46
2014/5/24, , , , , , , 55
2014/5/25, , , , , , , 41
2014/5/26, , , , , , , 30
2014/5/27, , , , , , , 37
2014/5/28, , , , , , , 43
2014/5/29, , , , , , , 33
2014/5/30, , , , , , , 26
2014/5/31, , , , , , , 37
2014/6/1, , , , , , , 31
2014/6/2, , , , , , , 37
2014/6/3, , , , , , , 40
2014/6/4, , , , , , , 36
2014/6/5, , , , , , , 30
2014/6/6, , , , , , , 39
2014/6/7, , , , , , , 46
2014/6/8, , , , , , , 44
2014/6/9, , , , , , , 44
2014/6/10, , , , , , , 50
2014/6/11, , , , , , , 52
2014/6/12, , , , , , , 50
2014/6/13, , , , , , , 43
2014/6/14, , , , , , , 52
2014/6/15, , , , , , , 59
2014/6/16, , , , , , , 58
2014/6/17, , , , , , , 58
2014/6/18, , , , , , , 71
2014/6/19, , , , , , , 64
2014/6/20, , , , , , , 72
2014/6/21, , , , , , , 89
2014/6/22, , , , , , , 80
2014/6/23, , , , , , , 69
2014/6/24, , , , , , , 60
2014/6/25, , , , , , , 68
2014/6/26, , , , , , , 94
2014/6/27, , , , , , , 97
2014/6/28, , , , , , , 74
2014/6/29, , , , , , , 40
2014/6/30, , , , , , , 19
2014/1/1, , , , , , , 41
2014/1/2, , , , , , , 33
2014/1/3, , , , , , , 34
2014/1/4, , , , , , , 37
2014/1/5, , , , , , , 46
2014/1/6, , , , , , , 41
2014/1/7, , , , , , , 40
2014/1/8, , , , , , , 37
2014/1/9, , , , , , , 42
2014/1/10, , , , , , , 27
2014/1/11, , , , , , , 21
2014/1/12, , , , , , , 21
2014/1/13, , , , , , , 28
2014/1/14, , , , , , , 39
2014/1/15, , , , , , , 35
2014/1/16, , , , , , , 44
2014/1/17, , , , , , , 42
2014/1/18, , , , , , , 37
2014/1/19, , , , , , , 37
2014/1/20, , , , , , , 38
2014/1/21, , , , , , , 48
2014/1/22, , , , , , , 51
2014/1/23, , , , , , , 46
2014/1/24, , , , , , , 55
2014/1/25, , , , , , , 58
2014/1/26, , , , , , , 56
2014/1/27, , , , , , , 50
2014/1/28, , , , , , , 48
2014/1/29, , , , , , , 43
2014/1/30, , , , , , , 39
2014/1/31, , , , , , , 42
2014/2/1, , , , , , , 49
2014/2/2, , , , , , , 49
2014/2/3, , , , , , , 44
2014/2/4, , , , , , , 50
2014/2/5, , , , , , , 55
2014/2/6, , , , , , , 58
2014/2/7, , , , , , , 57
2014/2/8, , , , , , , 59
2014/2/9, , , , , , , 55
2014/2/10, , , , , , , 47
2014/2/11, , , , , , , 52
2014/2/12, , , , , , , 50
2014/2/13, , , , , , , 56
2014/2/14, , , , , , , 61
2014/2/15, , , , , , , 59
2014/2/16, , , , , , , 60
2014/2/17, , , , , , , 55
2014/2/18, , , , , , , 52
2014/2/19, , , , , , , 56
2014/2/20, , , , , , , 54
2014/2/21, , , , , , , 57
2014/2/22, , , , , , , 49
2014/2/23, , , , , , , 49
2014/2/24, , , , , , , 50
2014/2/25, , , , , , , 62
2014/2/26, , , , , , , 62
2014/2/27, , , , , , , 58
2014/2/28, , , , , , , 55
2014/3/1, , , , , , , 52
2014/3/2, , , , , , , 60
2014/3/3, , , , , , , 87
2014/3/4, , , , , , , 69
2014/3/5, , , , , , , 61
2014/3/6, , , , , , , 65
2014/3/7, , , , , , , 65
2014/3/8, , , , , , , 62
2014/3/9, , , , , , , 64
2014/3/10, , , , , , , 59
2014/3/11, , , , , , , 59
2014/3/12, , , , , , , 58
2014/3/13, , , , , , , 63
2014/3/14, , , , , , , 61
2014/3/15, , , , , , , 61
2014/3/16, , , , , , , 36
2014/3/17, , , , , , , 27
2014/3/18, , , , , , , 40
2014/3/19, , , , , , , 43
2014/3/20, , , , , , , 48
2014/3/21, , , , , , , 58
2014/3/22, , , , , , , 61
2014/3/23, , , , , , , 59
2014/3/24, , , , , , , 50
2014/3/25, , , , , , , 53
2014/3/26, , , , , , , 59
2014/3/27, , , , , , , 62
2014/3/28, , , , , , , 61
2014/3/29, , , , , , , 57
2014/3/30, , , , , , , 43
2014/3/31, , , , , , , 38
